Date,Open,High,Low,Close,Adj Close,Volume
2020-02-21,29146.529297,29146.529297,28892.699219,28992.410156,28992.410156,311210000
2020-02-24,28402.929688,28402.929688,27912.439453,27960.800781,27960.800781,452580000
2020-02-25,28037.650391,28149.199219,26997.619141,27081.359375,27081.359375,513270000
2020-02-26,27159.460938,27542.779297,26890.970703,26957.589844,26957.589844,472450000
2020-02-27,26526.000000,26775.310547,25752.820313,25766.640625,25766.640625,664980000
2020-02-28,25270.830078,25494.240234,24681.009766,25409.359375,25409.359375,915990000
2020-03-02,25590.509766,26706.169922,25391.960938,26703.320313,26703.320313,637200000
2020-03-03,26762.470703,27084.589844,25706.279297,25917.410156,25917.410156,647080000
2020-03-04,26383.679688,27102.339844,26286.310547,27090.859375,27090.859375,457590000
2020-03-05,26671.919922,26671.919922,25943.330078,26121.279297,26121.279297,477370000
2020-03-06,25457.210938,25994.380859,25226.619141,25864.779297,25864.779297,599780000
2020-03-09,24992.359375,24992.359375,23706.070313,23851.019531,23851.019531,750430000
2020-03-10,24453.000000,25020.990234,23690.339844,25018.160156,25018.160156,654860000
2020-03-11,24604.630859,24604.630859,23328.320313,23553.220703,23553.220703,663960000
2020-03-12,22184.710938,22837.949219,21154.460938,21200.619141,21200.619141,908260000
2020-03-13,21973.820313,23189.759766,21285.369141,23185.619141,23185.619141,843080000
2020-03-16,20917.529297,21768.279297,20116.460938,20188.519531,20188.519531,770130000
2020-03-17,20487.050781,21379.349609,19882.259766,21237.380859,21237.380859,793060000
2020-03-18,20188.689453,20489.330078,18917.460938,19898.919922,19898.919922,871360000
2020-03-19,19830.009766,20442.630859,19177.130859,20087.189453,20087.189453,780300000
2020-03-20,20253.150391,20531.259766,19094.269531,19173.980469,19173.980469,872290000
2020-03-23,19028.359375,19121.009766,18213.650391,18591.929688,18591.929688,787970000
2020-03-24,19722.189453,20737.699219,19649.250000,20704.910156,20704.910156,799340000
2020-03-25,21050.339844,22019.929688,20538.339844,21200.550781,21200.550781,796320000
2020-03-26,21468.380859,22595.060547,21427.099609,22552.169922,22552.169922,705180000
2020-03-27,21898.470703,22327.570313,21469.269531,21636.779297,21636.779297,588830000
2020-03-30,21678.220703,22378.089844,21522.080078,22327.480469,22327.480469,545540000
2020-03-31,22208.419922,22480.369141,21852.080078,21917.160156,21917.160156,571210000
2020-04-01,21227.380859,21487.240234,20784.429688,20943.509766,20943.509766,506680000
2020-04-02,20819.460938,21477.769531,20735.019531,21413.439453,21413.439453,529540000
2020-04-03,21285.929688,21447.810547,20863.089844,21052.529297,21052.529297,450010000
2020-04-06,21693.630859,22783.449219,21693.630859,22679.990234,22679.990234,610760000
2020-04-07,23537.439453,23617.240234,22634.449219,22653.859375,22653.859375,594660000
2020-04-08,22893.470703,23513.400391,22682.990234,23433.570313,23433.570313,472740000
2020-04-09,23690.660156,24008.990234,23504.089844,23719.369141,23719.369141,566400000
2020-04-13,23698.929688,23698.929688,23095.349609,23390.769531,23390.769531,394320000
2020-04-14,23690.570313,24040.580078,23683.439453,23949.759766,23949.759766,485910000
2020-04-15,23600.720703,23649.720703,23233.320313,23504.349609,23504.349609,437630000
2020-04-16,23543.660156,23598.080078,23211.380859,23537.679688,23537.679688,471050000
2020-04-17,23817.150391,24264.210938,23817.150391,24242.490234,24242.490234,525950000
2020-04-20,24095.099609,24108.689453,23627.189453,23650.439453,23650.439453,423410000
2020-04-21,23365.250000,23365.250000,22941.880859,23018.880859,23018.880859,485140000
2020-04-22,23437.339844,23613.099609,23339.599609,23475.820313,23475.820313,352880000
2020-04-23,23543.089844,23885.359375,23483.349609,23515.259766,23515.259766,389290000
2020-04-24,23628.240234,23826.000000,23417.679688,23775.269531,23775.269531,376020000
2020-04-27,23866.150391,24207.650391,23840.609375,24133.779297,24133.779297,389390000
2020-04-28,24357.169922,24512.240234,24031.199219,24101.550781,24101.550781,400250000
2020-04-29,24490.369141,24764.769531,24453.990234,24633.859375,24633.859375,455290000
2020-04-30,24585.570313,24585.570313,24186.900391,24345.720703,24345.720703,478280000
2020-05-01,24120.779297,24120.779297,23645.300781,23723.689453,23723.689453,418160000
2020-05-04,23581.550781,23769.560547,23361.160156,23749.759766,23749.759766,355360000
2020-05-05,23958.880859,24169.720703,23868.910156,23883.089844,23883.089844,369710000
2020-05-06,23978.880859,24054.589844,23661.140625,23664.640625,23664.640625,377450000
2020-05-07,23837.210938,24094.619141,23834.390625,23875.890625,23875.890625,369890000
2020-05-08,24107.820313,24349.900391,24107.050781,24331.320313,24331.320313,335760000
2020-05-11,24256.449219,24366.210938,24070.220703,24221.990234,24221.990234,352400000
2020-05-12,24292.839844,24382.089844,23761.580078,23764.779297,23764.779297,359480000
2020-05-13,23702.160156,23708.900391,23067.640625,23247.970703,23247.970703,469950000
2020-05-14,23049.060547,23630.859375,22789.619141,23625.339844,23625.339844,472700000
2020-05-15,23454.830078,23730.080078,23354.150391,23685.419922,23685.419922,491510000
2020-05-18,24059.980469,24708.539063,24059.980469,24597.369141,24597.369141,484190000
2020-05-19,24577.480469,24599.500000,24202.960938,24206.859375,24206.859375,374100000
2020-05-20,24455.939453,24649.480469,24455.939453,24575.900391,24575.900391,366510000
2020-05-21,24564.269531,24718.460938,24370.880859,24474.119141,24474.119141,346770000
2020-05-22,24461.980469,24481.640625,24294.070313,24465.160156,24465.160156,255660000
2020-05-26,24781.839844,25176.419922,24781.839844,24995.109375,24995.109375,424380000
2020-05-27,25298.630859,25551.560547,25009.869141,25548.269531,25548.269531,411230000
2020-05-28,25697.359375,25758.789063,25358.730469,25400.640625,25400.640625,377800000
2020-05-29,25324.150391,25482.800781,25031.669922,25383.109375,25383.109375,527620000
2020-06-01,25342.990234,25508.830078,25220.660156,25475.019531,25475.019531,338310000
2020-06-02,25582.519531,25743.130859,25523.740234,25742.650391,25742.650391,352610000
2020-06-03,25906.880859,26337.750000,25906.880859,26269.890625,26269.890625,398790000
2020-06-04,26226.490234,26384.099609,26082.310547,26281.820313,26281.820313,372190000
2020-06-05,26836.800781,27338.300781,26836.800781,27110.980469,27110.980469,542310000
2020-06-08,27232.929688,27580.210938,27232.480469,27572.439453,27572.439453,430200000
2020-06-09,27447.369141,27447.369141,27151.060547,27272.300781,27272.300781,381430000
2020-06-10,27251.890625,27355.220703,26938.050781,26989.990234,26989.990234,448930000
2020-06-11,26282.509766,26294.080078,25082.720703,25128.169922,25128.169922,647780000
2020-06-12,25659.419922,25965.550781,25078.410156,25605.539063,25605.539063,514440000
2020-06-15,25270.390625,25891.580078,24843.179688,25763.160156,25763.160156,461230000
2020-06-16,26326.679688,26611.029297,25811.699219,26289.980469,26289.980469,489500000
2020-06-17,26330.519531,26400.070313,26068.410156,26119.609375,26119.609375,328830000
2020-06-18,26016.449219,26154.199219,25848.529297,26080.099609,26080.099609,328390000
2020-06-19,26213.099609,26451.439453,25759.660156,25871.460938,25871.460938,669390000
2020-06-22,25865.080078,26059.810547,25667.679688,26024.960938,26024.960938,351780000
2020-06-23,26159.390625,26314.970703,26105.970703,26156.099609,26156.099609,389980000
2020-06-24,25992.960938,25992.960938,25296.730469,25445.939453,25445.939453,450120000
2020-06-25,25365.220703,25769.609375,25209.789063,25745.599609,25745.599609,384560000
2020-06-26,25641.689453,25641.689453,24971.029297,25015.550781,25015.550781,640860000
2020-06-29,25152.449219,25601.150391,25096.160156,25595.800781,25595.800781,378070000
2020-06-30,25512.429688,25905.380859,25475.140625,25812.880859,25812.880859,410780000
2020-07-01,25879.380859,26019.310547,25713.609375,25734.970703,25734.970703,373180000
2020-07-02,25936.449219,26204.410156,25778.119141,25827.359375,25827.359375,349130000
2020-07-06,25996.080078,26297.529297,25996.080078,26287.029297,26287.029297,340690000
2020-07-07,26172.009766,26174.929688,25866.580078,25890.179688,25890.179688,346820000
2020-07-08,25950.060547,26109.490234,25816.250000,26067.279297,26067.279297,337300000
2020-07-09,26094.919922,26103.279297,25523.509766,25706.089844,25706.089844,387610000
2020-07-10,25690.349609,26101.320313,25637.500000,26075.300781,26075.300781,338170000
2020-07-13,26225.070313,26639.089844,26044.230469,26085.800781,26085.800781,425320000
2020-07-14,26044.169922,26690.519531,25994.980469,26642.589844,26642.589844,401640000
2020-07-15,27009.810547,27071.330078,26692.480469,26870.099609,26870.099609,384900000
2020-07-16,26746.570313,26879.160156,26590.009766,26734.710938,26734.710938,287330000
2020-07-17,26774.619141,26808.429688,26619.880859,26671.949219,26671.949219,296460000
2020-07-20,26660.289063,26765.019531,26504.199219,26680.869141,26680.869141,309390000
2020-07-21,26833.140625,27025.380859,26766.220703,26840.400391,26840.400391,364930000
2020-07-22,26824.560547,27035.240234,26794.189453,27005.839844,27005.839844,404340000
2020-07-23,26955.970703,26973.849609,26560.039063,26652.330078,26652.330078,419800000
2020-07-24,26533.410156,26625.699219,26402.859375,26469.890625,26469.890625,494170000
2020-07-27,26447.669922,26625.460938,26426.919922,26584.769531,26584.769531,400930000
2020-07-28,26529.449219,26556.839844,26361.710938,26379.279297,26379.279297,361090000
2020-07-29,26388.439453,26602.449219,26375.390625,26539.570313,26539.570313,347580000
2020-07-30,26367.419922,26374.929688,25992.279297,26313.650391,26313.650391,351540000
2020-07-31,26409.330078,26440.019531,26013.589844,26428.320313,26428.320313,488050000
2020-08-03,26542.320313,26707.259766,26534.380859,26664.400391,26664.400391,439380000
2020-08-04,26664.609375,26832.720703,26597.820313,26828.470703,26828.470703,346350000
2020-08-05,26924.779297,27221.669922,26924.779297,27201.519531,27201.519531,366000000
2020-08-06,27170.820313,27394.099609,27145.250000,27386.980469,27386.980469,322460000
2020-08-07,27321.679688,27456.240234,27223.550781,27433.480469,27433.480469,321170000
2020-08-10,27488.210938,27803.859375,27488.210938,27791.439453,27791.439453,360340000
2020-08-11,27961.640625,28154.880859,27624.509766,27686.910156,27686.910156,428220000
2020-08-12,27860.240234,28043.890625,27843.320313,27976.839844,27976.839844,340210000
2020-08-13,27922.509766,27986.099609,27789.779297,27896.720703,27896.720703,360160000
2020-08-14,27828.929688,27977.810547,27759.390625,27931.019531,27931.019531,275540000
